Unnamed: 0,ID_VIV,ID_HOG,ID_PER,ID_DEL,UPM,VIV_SEL,HOGAR,ND_TIPO,TD_TIPO,BPCOD,R_SEL,RESUL_H,SEXO,EDAD,AREAM_OCU,BP1_1,BP1_2C,BP1_3C,BP1_4,BP1_5,BP1_6,BP1_7,BP1_8,BP1_9,BP1_10_1,BP1_10_2,BP1_10_9,BP1_11,BP1_12_1,BP1_12_2,BP1_12_3,BP1_12_4,BP1_12_5,BP1_12_9,BP1_13,BP1_14_1,BP1_14_2,BP1_14_3,BP1_14_4,BP1_14_9,BP1_15,BP1_16_1,BP1_16_2,BP1_16_3,BP1_16_4,BP1_16_9,BP1_17,BP1_18,BP1_19_1,BP1_19_2,BP1_19_3,BP1_19_4,BP1_19_5,BP1_19_6,BP1_19_7,BP1_19_8,BP1_20,BP1_21,BP1_22,BP1_23,BP1_24,BP1_25,BP1_26,BP1_27,BP1_28,BP1_29,BP1_30,BP1_31_01,BP1_31_02,BP1_31_03,BP1_31_04,BP1_31_05,BP1_31_06,BP1_31_07,BP1_31_08,BP1_31_99,BP1_32_1,BP1_32_2,BP1_32_3,BP1_32_4,BP1_32_5,BP1_32_9,BP1_33,BP1_34,BP1_35,BP1_36_01,BP1_36_02,BP1_36_03,BP1_36_04,BP1_36_05,BP1_36_06,BP1_36_07,BP1_36_08,BP1_36_09,BP1_36_10,BP1_36_11,BP1_36_99,BP2_1,BP3_1_01,BP3_1_02,BP3_1_03,BP3_1_04,BP3_1_05,BP3_1_06,BP3_1_07,BP3_1_08,BP3_1_09,BP3_1_10,BP3_1_11,BP3_1_12,BP3_1_99,BP3_2,BP4_1,BP5_1,BP5_2_1,BP5_2_2,BP5_2_3,BP5_2_4,BP5_3,BP6_1,BP6_2,BP6_3,BP7_1,FAC_DEL,FAC_DEL_AM,DOMINIO,ESTRATO,EST_DIS,UPM_DIS,ANIO_ESTADISTICO,BP1_5A_1,BP1_5A_2,BP1_5A_3,BP1_5A_4,BP1_5A_9,BP5_1A_1,BP5_1A_2,BP5_1A_3,BP5_1A_4
23984,1702603.13,1702603.13.01,1702603.13.01.01,1702603.13.01.01.04.1,1702603,13,1,1,2,4,1,A,1,48,,2,17,4,3,2,1.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,2.0,,,,,,,2.0,,,,,,,,,2,2.0,,7.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,215,,C,2,316,7477,2021,,,,,,,,,
23985,1702615.03,1702615.03.01,1702615.03.01.01,1702615.03.01.01.09.1,1702615,3,1,1,1,9,1,A,2,51,,1,17,4,1,2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,423,,C,2,316,7478,2021,,,,,,,,,
23986,1702615.11,1702615.11.01,1702615.11.01.02,1702615.11.01.02.03.1,1702615,11,1,1,1,3,2,A,2,45,,2,17,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,6.0,,,,,,,2,,,,,,,,,,,,,,,,1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,212,,C,2,316,7478,2021,,,,,,,,,
23987,1702615.12,1702615.12.01,1702615.12.01.03,1702615.12.01.03.05.1,1702615,12,1,1,1,5,3,A,1,21,,9,17,6,3,1,1.0,1.0,2.0,1.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,,,,,,,,,2,,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,7000.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,635,,C,2,316,7478,2021,,,,,,,,,
23989,1702615.15,1702615.15.01,1702615.15.01.02,1702615.15.01.02.04.1,1702615,15,1,1,1,4,2,A,2,49,,5,17,4,1,2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,6.0,,,,,,,2,,,,,,,,,,,,,,,,5,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,,,,,,212,,C,2,316,7478,2021,,,,,,,,,
23990,1702615.17,1702615.17.01,1702615.17.01.01,1702615.17.01.01.08.1,1702615,17,1,1,4,8,1,A,2,23,,11,17,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3.0,,,,,,,2,,,,,,,,,,,,,,,,1,2000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,212,,C,2,316,7478,2021,,,,,,,,,
23992,1702615.17,1702615.17.01,1702615.17.01.01,1702615.17.01.01.08.3,1702615,17,1,3,4,8,1,A,2,23,,4,17,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3.0,,,,,,,2,,,,,,,,,,,,,,,,1,500.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,212,,C,2,316,7478,2021,,,,,,,,,
23993,1702615.17,1702615.17.01,1702615.17.01.01,1702615.17.01.01.08.2,1702615,17,1,2,4,8,1,A,2,23,,11,17,4,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3.0,,,,,,,2,,,,,,,,,,,,,,,,1,900.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,212,,C,2,316,7478,2021,,,,,,,,,
23994,1702627.05,1702627.05.01,1702627.05.01.01,1702627.05.01.01.01.1,1702627,5,1,1,1,1,1,A,2,68,,8,17,4,2,5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1.0,6.0,,3.0,2.0,4.0,2,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1,90000.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,210,,U,2,313,7479,2021,,,,,,,,,
23995,1702632.05,1702632.05.01,1702632.05.01.02,1702632.05.01.02.09.1,1702632,5,1,1,1,9,2,A,2,53,,4,17,4,2,2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4.0,,,,,,,2,,,,,,,,,,,,,,,,5,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,3.0,,,,,346,,U,2,313,7480,2021,,,,,,,,,
23996,1702640.04,1702640.04.01,1702640.04.01.05,1702640.04.01.05.05.1,1702640,4,1,1,1,5,5,A,2,29,,6,17,6,3,1,1.0,1.0,2.0,2.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,2.0,,,,,,,,,2,,,6.0,,,,,,,2,,,,,,,,,,,,,,,,1,5000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,830,,U,2,313,7481,2021,,,,,,,,,
23997,1702640.05,1702640.05.01,1702640.05.01.01,1702640.05.01.01.04.1,1702640,5,1,1,1,4,1,A,1,27,,1,17,4,2,2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,5.0,,,,,,,2,,,,,,,,,,,,,,,,1,4000.0,0.0,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,207,,U,2,313,7481,2021,,,,,,,,,
23998,1702640.05,1702640.05.01,1702640.05.01.01,1702640.05.01.01.09.1,1702640,5,1,1,1,9,1,A,1,27,,12,17,4,1,3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3.0,,,,,,,2,,,,,,,,,,,,,,,,5,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,3.0,,,,,207,,U,2,313,7481,2021,,,,,,,,,
23999,1702652.01,1702652.01.01,1702652.01.01.03,1702652.01.01.03.09.1,1702652,1,1,1,1,9,3,A,1,37,,10,17,4,2,2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4.0,,,,,,,2,,,,,,,,,,,,,,,,5,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,3.0,,,,,677,,U,2,313,7482,2021,,,,,,,,,
24000,1702652.02,1702652.02.01,1702652.02.01.02,1702652.02.01.02.05.1,1702652,2,1,1,1,5,2,A,2,21,,7,17,6,2,1,1.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,1.0,6.0,,2.0,4.0,4.0,2,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,3,5000.0,2000.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,338,,U,2,313,7482,2021,,,,,,,,,
24001,1702652.02,1702652.02.01,1702652.02.01.02,1702652.02.01.02.03.1,1702652,2,1,1,1,3,2,A,2,21,,3,17,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,3.0,,,,,,,2,,,,,,,,,,,,,,,,1,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,169,,U,2,313,7482,2021,,,,,,,,,
24002,1702660.04,1702660.04.01,1702660.04.01.02,1702660.04.01.02.09.1,1702660,4,1,1,1,9,2,A,2,33,,1,17,4,2,2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,6.0,,,,,,,2,,,,,,,,,,,,,,,,5,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,439,,U,2,313,7483,2021,,,,,,,,,
24003,1702661.01,1702661.01.01,1702661.01.01.01,1702661.01.01.01.04.1,1702661,1,1,1,1,4,1,A,1,63,,8,17,4,2,2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,1.0,,,,,,,2,,,,,,,,,,,,,,,,1,5000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,211,,U,2,313,7484,2021,,,,,,,,,
24005,1702664.14,1702664.14.01,1702664.14.01.01,1702664.14.01.01.04.2,1702664,14,1,2,2,4,1,A,2,36,,11,17,4,3,2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,5.0,,,,,,,2,,,,,,,,,,,,,,,,1,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,217,,C,2,318,7486,2021,,,,,,,,,
24006,1702664.14,1702664.14.01,1702664.14.01.01,1702664.14.01.01.04.1,1702664,14,1,1,2,4,1,A,2,36,,11,17,4,3,2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,5.0,,,,,,,2,,,,,,,,,,,,,,,,1,1500.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,217,,C,2,318,7486,2021,,,,,,,,,
24007,1702664.18,1702664.18.01,1702664.18.01.05,1702664.18.01.05.01.1,1702664,18,1,1,1,1,5,A,1,27,,9,17,6,3,1,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,5.0,,,,,,,2,,,,,,,,,,,,,,,,1,200000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,217,,C,2,318,7486,2021,,,,,,,,,
24008,1702699.02,1702699.02.01,1702699.02.01.03,1702699.02.01.03.04.1,1702699,2,1,1,1,4,3,A,2,34,,5,17,6,1,2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,7.0,,,,,,,2,,,,,,,,,,,,,,,,1,2000.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,218,,U,2,313,7487,2021,,,,,,,,,
24009,1702699.02,1702699.02.01,1702699.02.01.03,1702699.02.01.03.08.1,1702699,2,1,1,1,8,3,A,2,34,,5,17,6,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4.0,,,,,,,2,,,,,,,,,,,,,,,,1,6600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,653,,U,2,313,7487,2021,,,,,,,,,
24010,1702699.04,1702699.04.01,1702699.04.01.01,1702699.04.01.01.05.1,1702699,4,1,1,1,5,1,A,2,29,,7,17,6,1,1,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,,,,,,,,,2,,,7.0,,,,,,,2,,,,,,,,,,,,,,,,1,10000.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,435,,U,2,313,7487,2021,,,,,,,,,
24011,1702699.04,1702699.04.01,1702699.04.01.01,1702699.04.01.01.09.1,1702699,4,1,1,1,9,1,A,2,29,,5,17,6,2,2,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,7.0,,,,,,,2,,,,,,,,,,,,,,,,1,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,,,,,435,,U,2,313,7487,2021,,,,,,,,,
24013,1702727.03,1702727.03.01,1702727.03.01.01,1702727.03.01.01.05.1,1702727,3,1,1,1,5,1,A,1,19,,8,17,9,4,7,1.0,1.0,1.0,3.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,1.0,6.0,,3.0,2.0,2.0,2,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1,20000.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,228,,U,3,309,7489,2021,,,,,,,,,
24020,1702922.09,1702922.09.01,1702922.09.01.04,1702922.09.01.04.10.5,1702922,9,1,5,5,10,4,A,2,35,,1,17,12,2,2,1.0,1.0,1.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,9.0,,,,,,,2.0,,,,,,,,,2,,,1.0,,,,,,,2,,,,,,,,,,,,,,,,5,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,656,,C,2,318,7508,2021,,,,,,,,,
24021,1702922.09,1702922.09.01,1702922.09.01.04,1702922.09.01.04.10.1,1702922,9,1,1,5,10,4,A,2,35,,1,17,12,2,2,1.0,1.0,1.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,9.0,,,,,,,2.0,,,,,,,,,2,,,1.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,,C,2,318,7508,2021,,,,,,,,,
24022,1702922.09,1702922.09.01,1702922.09.01.04,1702922.09.01.04.10.3,1702922,9,1,3,5,10,4,A,2,35,,1,17,12,2,1,1.0,1.0,1.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,9.0,,,,,,,2.0,,,,,,,,,2,,,1.0,,,,,,,2,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,,C,2,318,7508,2021,,,,,,,,,
24023,1702922.09,1702922.09.01,1702922.09.01.04,1702922.09.01.04.10.4,1702922,9,1,4,5,10,4,A,2,35,,1,17,12,2,2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,9.0,,,,,,,2.0,,,,,,,,,2,,,1.0,,,,,,,2,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,,C,2,318,7508,2021,,,,,,,,,
24024,1702922.09,1702922.09.01,1702922.09.01.04,1702922.09.01.04.10.2,1702922,9,1,2,5,10,4,A,2,35,,1,17,12,2,2,1.0,1.0,1.0,2.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,9.0,,,,,,,2.0,,,,,,,,,2,,,1.0,,,,,,,2,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656,,C,2,318,7508,2021,,,,,,,,,
24025,1702815.09,1702815.09.01,1702815.09.01.02,1702815.09.01.02.05.1,1702815,9,1,1,1,5,2,A,2,32,,5,17,6,1,1,1.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,,,6.0,,,,,,,2,,,,,,,,,,,,,,,,3,7000.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,292,,C,2,318,7493,2021,,,,,,,,,
24026,1702815.09,1702815.09.01,1702815.09.01.02,1702815.09.01.02.08.1,1702815,9,1,1,1,8,2,A,2,32,,9,17,10,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,7.0,,,,,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,6000.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,292,,C,2,318,7493,2021,,,,,,,,,
24044,1702919.15,1702919.15.01,1702919.15.01.02,1702919.15.01.02.04.2,1702919,15,1,2,4,4,2,A,2,33,,5,17,12,3,2,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,3.0,,,,,,,2,,,,,,,,,,,,,,,,1,500.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,226,,C,1,317,7507,2021,,,,,,,,,
24045,1702919.15,1702919.15.01,1702919.15.01.02,1702919.15.01.02.04.3,1702919,15,1,3,4,4,2,A,2,33,,1,17,12,9,2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,3.0,,,,,,,2,,,,,,,,,,,,,,,,1,500.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,226,,C,1,317,7507,2021,,,,,,,,,
24046,1702919.15,1702919.15.01,1702919.15.01.02,1702919.15.01.02.04.4,1702919,15,1,4,4,4,2,A,2,33,,1,17,12,2,2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,3.0,,,,,,,2,,,,,,,,,,,,,,,,1,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,226,,C,1,317,7507,2021,,,,,,,,,
24047,1702919.15,1702919.15.01,1702919.15.01.02,1702919.15.01.02.04.1,1702919,15,1,1,4,4,2,A,2,33,,12,17,12,1,2,1.0,1.0,2.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,2.0,,,,,,,2.0,,,,,,,,,2,2.0,,3.0,,,,,,,2,,,,,,,,,,,,,,,,1,200.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,226,,C,1,317,7507,2021,,,,,,,,,
24048,1702922.05,1702922.05.01,1702922.05.01.01,1702922.05.01.01.09.1,1702922,5,1,1,2,9,1,A,1,38,,6,17,12,2,2,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,6.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,219,,C,2,318,7508,2021,,,,,,,,,
24049,1702922.05,1702922.05.01,1702922.05.01.01,1702922.05.01.01.09.2,1702922,5,1,2,2,9,1,A,1,38,,3,17,12,2,2,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,6.0,,,,,,,2,,,,,,,,,,,,,,,,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,219,,C,2,318,7508,2021,,,,,,,,,
24051,1703011.01,1703011.01.01,1703011.01.01.03,1703011.01.01.03.03.4,1703011,1,1,4,5,3,3,A,1,30,,5,17,15,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,3.0,,,,,,,2,,,,,,,,,,,,,,,,1,1500.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,C,2,316,7511,2021,,,,,,,,,
24052,1703011.01,1703011.01.01,1703011.01.01.03,1703011.01.01.03.03.3,1703011,1,1,3,5,3,3,A,1,30,,6,17,15,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,3.0,,,,,,,2,,,,,,,,,,,,,,,,1,1500.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,C,2,316,7511,2021,,,,,,,,,
24053,1703011.01,1703011.01.01,1703011.01.01.03,1703011.01.01.03.03.5,1703011,1,1,5,5,3,3,A,1,30,,1,17,15,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,3.0,,,,,,,2,,,,,,,,,,,,,,,,1,1500.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,C,2,316,7511,2021,,,,,,,,,
24054,1703011.01,1703011.01.01,1703011.01.01.03,1703011.01.01.03.03.1,1703011,1,1,1,5,3,3,A,1,30,,12,17,15,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,9.0,,,,,,,2,,,,,,,,,,,,,,,,1,1800.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,C,2,316,7511,2021,,,,,,,,,
24055,1703011.01,1703011.01.01,1703011.01.01.03,1703011.01.01.03.03.2,1703011,1,1,2,5,3,3,A,1,30,,11,17,15,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2.0,,3.0,,,,,,,2,,,,,,,,,,,,,,,,1,1500.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,C,2,316,7511,2021,,,,,,,,,
24057,1702922.1,1702922.10.01,1702922.10.01.01,1702922.10.01.01.09.1,1702922,10,1,1,1,9,1,A,1,74,,6,17,12,3,2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,9.0,,,,,,,2.0,,,,,,,,,2,,,7.0,,,,,,,2,,,,,,,,,,,,,,,,5,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,3.0,,,,,656,,C,2,318,7508,2021,,,,,,,,,
24058,1702922.12,1702922.12.01,1702922.12.01.01,1702922.12.01.01.05.2,1702922,12,1,2,3,5,1,A,2,35,,9,17,24,3,6,1.0,1.0,1.0,2.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,,,,,,,,,2,,,8.0,,,,,,,2,,,,,,,,,,,,,,,,1,3000.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,1313,,C,2,318,7508,2021,,,,,,,,,
