Unnamed: 0,ID_VIV,ID_HOG,ID_PER,UPM,VIV_SEL,HOGAR,RESUL_H,R_SEL,SEXO,EDAD,AREAM,ENT,NOM_ENT,CVE_MUN,NOM_MUN,AP6_1_1,AP6_1_2,AP6_2,AP6_3,AP6_4_01,AP6_5_01,AP6_6_01,AP6_4_02,AP6_5_02,AP6_6_02,AP6_4_03,AP6_6_03,AP6_4_04,AP6_6_04,AP6_7,AP6_8,AP6_9,AP6_10_1,AP6_10_2,AP6_11_1,AP6_12_1,AP6_13_1_1,AP6_13_1_2,AP6_13_1_3,AP6_13_1_4,AP6_11_2,AP6_12_2,AP6_13_2_1,AP6_13_2_2,AP6_13_2_3,AP6_13_2_4,AP6_11_3,AP6_12_3,AP6_13_3_1,AP6_13_3_2,AP6_13_3_3,AP6_13_3_4,AP6_11_4,AP6_12_4,AP6_13_4_1,AP6_13_4_2,AP6_13_4_3,AP6_13_4_4,AP6_11_5,AP6_12_5,AP6_13_5_1,AP6_13_5_2,AP6_13_5_3,AP6_13_5_4,AP6_11_6,AP6_12_6,AP6_13_6_1,AP6_13_6_2,AP6_13_6_3,AP6_13_6_4,AP6_11_7,AP6_12_7,AP6_13_7_1,AP6_13_7_2,AP6_13_7_3,AP6_13_7_4,AP6_14,AP6_15_1,AP6_15_2,AP6_16_1,AP6_17_1,AP6_18_1,AP6_16_2,AP6_17_2,AP6_18_2,AP6_16_3,AP6_17_3,AP6_18_3,AP6_16_4,AP6_17_4,AP6_18_4,AP6_16_5,AP6_17_5,AP6_18_5,AP6_16_6,AP6_17_6,AP6_18_6,AP6_16_7,AP6_17_7,AP6_18_7,AP6_19,AP6_20_1,AP6_20_2,AP6_21_1,AP6_22_1,AP6_21_2,AP6_22_2,AP6_21_3,AP6_22_3,AP6_21_4,AP6_22_4,AP6_21_5,AP6_22_5,AP6_21_6,AP6_22_6,AP6_21_7,AP6_22_7,AP7_1,AP7_2,AP7_3_05,AP7_4_05,AP7_3_06,AP7_4_06,AP7_3_07,AP7_4_07,AP7_3_08,AP7_4_08,AP7_3_09,AP7_4_09,AP7_3_10,AP7_4_10,AP7_3_11,AP7_4_11,AP7_3_12,AP7_4_12,AP7_3_13,AP7_4_13,AP7_3_14,AP7_4_14,AP7_3_15,AP7_4_15,FAC_HOG,FAC_ELE,FAC_HOG_AM,FAC_ELE_AM,DOMINIO,ESTRATO,EST_DIS,UPM_DIS,ANIO_ESTADISTICO
49624,1760129.03,1760129.03.01,1760129.03.01.01,1760129,3,1,B,1,2,60,,17,Morelos,24,Tlaltizapán de Zapata,2,,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,266,266,,,R,2,320,7473,2022
49625,1760129.04,1760129.04.01,1760129.04.01.02,1760129,4,1,B,2,1,20,,17,Morelos,24,Tlaltizapán de Zapata,2,,1,1,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,266,532,,,R,2,320,7473,2022
49626,1760129.05,1760129.05.01,1760129.05.01.01,1760129,5,1,B,1,1,37,,17,Morelos,24,Tlaltizapán de Zapata,2,,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,266,266,,,R,2,320,7473,2022
49627,1702322.19,1702322.19.01,1702322.19.01.01,1702322,19,1,B,1,2,76,,17,Morelos,24,Tlaltizapán de Zapata,2,,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,187,375,,,C,2,314,7381,2022
49628,1702322.19,1702322.19.02,1702322.19.02.01,1702322,19,2,B,1,2,36,,17,Morelos,24,Tlaltizapán de Zapata,2,,1,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,187,187,,,C,2,314,7381,2022
49629,1702322.2,1702322.20.01,1702322.20.01.01,1702322,20,1,B,1,1,32,,17,Morelos,24,Tlaltizapán de Zapata,1,1.0,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,187,187,,,C,2,314,7381,2022
49630,1703193.2,1703193.20.01,1703193.20.01.01,1703193,20,1,B,1,2,71,,17,Morelos,24,Tlaltizapán de Zapata,2,,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,212,212,,,C,2,316,7435,2022
49631,1703193.19,1703193.19.01,1703193.19.01.03,1703193,19,1,B,3,1,20,,17,Morelos,24,Tlaltizapán de Zapata,2,,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,212,637,,,C,2,316,7435,2022
49632,1760129.09,1760129.09.01,1760129.09.01.05,1760129,9,1,B,5,2,19,,17,Morelos,24,Tlaltizapán de Zapata,2,,1,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,266,1597,,,R,2,320,7473,2022
49633,1703192.17,1703192.17.01,1703192.17.01.03,1703192,17,1,B,3,1,35,,17,Morelos,24,Tlaltizapán de Zapata,2,,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,185,556,,,C,2,316,7434,2022
49634,1703192.01,1703192.01.01,1703192.01.01.03,1703192,1,1,B,3,1,26,,17,Morelos,24,Tlaltizapán de Zapata,1,1.0,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,185,556,,,C,2,316,7434,2022
49635,1702322.12,1702322.12.01,1702322.12.01.01,1702322,12,1,B,1,1,36,,17,Morelos,24,Tlaltizapán de Zapata,2,,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,187,187,,,C,2,314,7381,2022
49636,1702322.13,1702322.13.01,1702322.13.01.01,1702322,13,1,B,1,2,71,,17,Morelos,24,Tlaltizapán de Zapata,2,,1,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,187,187,,,C,2,314,7381,2022
49637,1702322.15,1702322.15.01,1702322.15.01.03,1702322,15,1,A,3,1,40,,17,Morelos,24,Tlaltizapán de Zapata,2,,1,1,2,,,2,,,2,,2,,1,2.0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,1,1.0,2,,2,,2,,2,,2,,2,,187,750,,,C,2,314,7381,2022
49638,1702322.16,1702322.16.01,1702322.16.01.01,1702322,16,1,B,1,2,33,,17,Morelos,24,Tlaltizapán de Zapata,2,,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,187,187,,,C,2,314,7381,2022
49639,1703193.01,1703193.01.01,1703193.01.01.01,1703193,1,1,B,1,1,67,,17,Morelos,24,Tlaltizapán de Zapata,2,,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,212,212,,,C,2,316,7435,2022
49640,1702322.04,1702322.04.01,1702322.04.01.01,1702322,4,1,B,1,2,71,,17,Morelos,24,Tlaltizapán de Zapata,2,,1,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,187,562,,,C,2,314,7381,2022
49641,1702322.05,1702322.05.01,1702322.05.01.02,1702322,5,1,B,2,2,26,,17,Morelos,24,Tlaltizapán de Zapata,2,,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,187,375,,,C,2,314,7381,2022
49642,1702322.06,1702322.06.01,1702322.06.01.01,1702322,6,1,B,1,1,70,,17,Morelos,24,Tlaltizapán de Zapata,2,,1,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,187,562,,,C,2,314,7381,2022
49643,1702322.07,1702322.07.01,1702322.07.01.03,1702322,7,1,B,3,1,34,,17,Morelos,24,Tlaltizapán de Zapata,2,,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,187,562,,,C,2,314,7381,2022
49644,1760129.08,1760129.08.01,1760129.08.01.02,1760129,8,1,B,2,2,78,,17,Morelos,24,Tlaltizapán de Zapata,1,1.0,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,266,1331,,,R,2,320,7473,2022
49645,1703193.1,1703193.10.01,1703193.10.01.01,1703193,10,1,B,1,1,61,,17,Morelos,24,Tlaltizapán de Zapata,1,1.0,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,212,425,,,C,2,316,7435,2022
49646,1702322.1,1702322.10.01,1702322.10.01.02,1702322,10,1,B,2,2,37,,17,Morelos,24,Tlaltizapán de Zapata,1,1.0,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,187,375,,,C,2,314,7381,2022
49647,1702322.11,1702322.11.01,1702322.11.01.01,1702322,11,1,B,1,2,45,,17,Morelos,24,Tlaltizapán de Zapata,2,,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,187,562,,,C,2,314,7381,2022
49648,1703193.09,1703193.09.01,1703193.09.01.02,1703193,9,1,B,2,2,46,,17,Morelos,24,Tlaltizapán de Zapata,1,1.0,1,2,2,,,1,9.0,,2,,2,,1,2.0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,212,637,,,C,2,316,7435,2022
49649,1703193.02,1703193.02.01,1703193.02.01.02,1703193,2,1,B,2,2,42,,17,Morelos,24,Tlaltizapán de Zapata,2,,1,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,212,425,,,C,2,316,7435,2022
49650,1703193.11,1703193.11.01,1703193.11.01.02,1703193,11,1,B,2,2,38,,17,Morelos,24,Tlaltizapán de Zapata,1,1.0,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,212,637,,,C,2,316,7435,2022
49651,1703193.12,1703193.12.01,1703193.12.01.03,1703193,12,1,B,3,1,28,,17,Morelos,24,Tlaltizapán de Zapata,2,,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,212,850,,,C,2,316,7435,2022
49652,1703193.14,1703193.14.01,1703193.14.01.01,1703193,14,1,B,1,2,29,,17,Morelos,24,Tlaltizapán de Zapata,2,,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,212,212,,,C,2,316,7435,2022
49653,1703193.18,1703193.18.01,1703193.18.01.02,1703193,18,1,B,2,2,42,,17,Morelos,24,Tlaltizapán de Zapata,1,1.0,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,212,425,,,C,2,316,7435,2022
49654,1703193.03,1703193.03.01,1703193.03.01.01,1703193,3,1,B,1,1,31,,17,Morelos,24,Tlaltizapán de Zapata,2,,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,212,212,,,C,2,316,7435,2022
49655,1703193.04,1703193.04.01,1703193.04.01.04,1703193,4,1,B,4,2,24,,17,Morelos,24,Tlaltizapán de Zapata,1,1.0,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,212,1062,,,C,2,316,7435,2022
49656,1703193.05,1703193.05.01,1703193.05.01.02,1703193,5,1,B,2,2,21,,17,Morelos,24,Tlaltizapán de Zapata,2,,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,212,425,,,C,2,316,7435,2022
49657,1760129.12,1760129.12.01,1760129.12.01.01,1760129,12,1,B,1,2,49,,17,Morelos,24,Tlaltizapán de Zapata,2,,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,266,266,,,R,2,320,7473,2022
49658,1760129.13,1760129.13.01,1760129.13.01.01,1760129,13,1,B,1,2,81,,17,Morelos,24,Tlaltizapán de Zapata,2,,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,266,532,,,R,2,320,7473,2022
49659,1760129.1,1760129.10.01,1760129.10.01.01,1760129,10,1,B,1,1,87,,17,Morelos,24,Tlaltizapán de Zapata,1,1.0,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,266,798,,,R,2,320,7473,2022
49660,1760129.11,1760129.11.01,1760129.11.01.04,1760129,11,1,B,4,2,28,,17,Morelos,24,Tlaltizapán de Zapata,1,1.0,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,266,1065,,,R,2,320,7473,2022
49661,1703192.2,1703192.20.01,1703192.20.01.02,1703192,20,1,B,2,1,22,,17,Morelos,24,Tlaltizapán de Zapata,1,1.0,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,185,371,,,C,2,316,7434,2022
49662,1760129.17,1760129.17.01,1760129.17.01.01,1760129,17,1,B,1,1,55,,17,Morelos,24,Tlaltizapán de Zapata,2,,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,266,532,,,R,2,320,7473,2022
49663,1760129.14,1760129.14.01,1760129.14.01.01,1760129,14,1,B,1,1,72,,17,Morelos,24,Tlaltizapán de Zapata,1,1.0,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,266,532,,,R,2,320,7473,2022
49664,1760129.15,1760129.15.01,1760129.15.01.01,1760129,15,1,B,1,1,24,,17,Morelos,24,Tlaltizapán de Zapata,2,,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,266,532,,,R,2,320,7473,2022
49665,1760129.07,1760129.07.01,1760129.07.01.01,1760129,7,1,B,1,2,67,,17,Morelos,24,Tlaltizapán de Zapata,1,1.0,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,266,266,,,R,2,320,7473,2022
49666,1703193.08,1703193.08.01,1703193.08.01.01,1703193,8,1,B,1,1,76,,17,Morelos,24,Tlaltizapán de Zapata,2,,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,212,425,,,C,2,316,7435,2022
49667,1703192.08,1703192.08.02,1703192.08.02.02,1703192,8,2,B,2,2,36,,17,Morelos,24,Tlaltizapán de Zapata,2,,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,185,371,,,C,2,316,7434,2022
49668,1703192.09,1703192.09.01,1703192.09.01.03,1703192,9,1,B,3,2,23,,17,Morelos,24,Tlaltizapán de Zapata,2,,1,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,185,556,,,C,2,316,7434,2022
49669,1703193.07,1703193.07.01,1703193.07.01.03,1703193,7,1,B,3,1,40,,17,Morelos,24,Tlaltizapán de Zapata,2,,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,212,637,,,C,2,316,7435,2022
49670,1760129.2,1760129.20.01,1760129.20.01.01,1760129,20,1,B,1,1,37,,17,Morelos,24,Tlaltizapán de Zapata,1,1.0,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,266,532,,,R,2,320,7473,2022
49671,1760129.16,1760129.16.01,1760129.16.01.02,1760129,16,1,B,2,2,37,,17,Morelos,24,Tlaltizapán de Zapata,2,,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,266,532,,,R,2,320,7473,2022
49672,1760129.18,1760129.18.01,1760129.18.01.02,1760129,18,1,B,2,2,42,,17,Morelos,24,Tlaltizapán de Zapata,2,,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,266,798,,,R,2,320,7473,2022
49673,1760129.19,1760129.19.01,1760129.19.01.01,1760129,19,1,B,1,1,44,,17,Morelos,24,Tlaltizapán de Zapata,1,1.0,1,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,266,798,,,R,2,320,7473,2022
49674,1703193.16,1703193.16.01,1703193.16.01.01,1703193,16,1,B,1,2,47,,17,Morelos,24,Tlaltizapán de Zapata,2,,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,212,212,,,C,2,316,7435,2022
49675,1703193.17,1703193.17.01,1703193.17.01.01,1703193,17,1,B,1,1,37,,17,Morelos,24,Tlaltizapán de Zapata,1,1.0,2,2,2,,,2,,,2,,2,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,212,425,,,C,2,316,7435,2022
49676,1760129.06,1760129.06.01,1760129.06.01.02,1760129,6,1,A,2,2,45,,17,Morelos,24,Tlaltizapán de Zapata,1,2.0,1,2,2,,,2,,,2,,2,,1,2.0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,2,2,2,,2,,2,,2,,2,,1,2.0,2,,2,,2,,2,,2,,266,532,,,R,2,320,7473,2022
